,Unnamed: 0,Unnamed: 0.1,Title,Year,IMDB Rating,Age Restriction,Genre,Language,Runtime,Country,Type,Release Date,OTT Release Date,OTT,OTT Year
5235,5235,5235,Mauli,2018,5.7,Not Rated,Action,Marathi,180,"Russia,South Africa,Lithuania,Hungary,Australia,India,United Kingdom,Canada,Singapore,Thailand,Czech Republic,United States,Malaysia,Iceland,Israel",Movie,14-12-2018,2019-07-17,Netflix,2019
5236,5236,5236,Unrequited Love,2019,7.3,Not Rated,Drama,Chinese,30,"Canada,Greece,Mexico,Slovakia,Romania,Argentina,Iceland,Switzerland,France,Japan,South Korea,Australia,Hong Kong,Singapore,Russia,Hungary,Germany,India,Lithuania,Belgium,Czech Republic,South Africa,United Kingdom,Thailand,United States,Malaysia,Brazil,Israel,Colombia",Series,10-06-2019,2019-07-16,Netflix,2019
5237,5237,5237,"Frankenstein’s Monster’s Monster, Frankenstein",2019,5.9,TV-14,Comedy,English,60,"Portugal,Greece,Spain,United Kingdom,Mexico,Canada,Switzerland,Israel,Romania,United States,Thailand,Argentina,Slovakia,Iceland,Australia,Czech Republic,South Korea,Italy,Japan,France,Hong Kong,Russia,Singapore,Sweden,Poland,Netherlands,India,Hungary,Germany,Lithuania,South Africa,Belgium,Brazil,Turkey,Malaysia,Colombia",Movie,16-07-2019,2019-07-16,Netflix,2019
5238,5238,5238,The Pages,1677,7.1,Not Rated,"Documentary, Short",English,120,United Kingdom,Movie,1677-09-23,2019-07-15,Netflix,2019
5239,5239,5239,"Kiss Him, Not Me",2016,6.7,TV-PG,"Animation, Comedy, Drama, Romance","Japanese, English",30,"Thailand,Singapore,India,Malaysia",Series,01-10-2016,2019-07-15,Netflix,2019
5240,5240,5240,The Peach Tree,2014,6.3,Not Rated,"Drama, Romance",Korean,120,South Korea,Movie,21-01-2014,2019-07-15,Netflix,2019
5241,5241,5241,Bogda,2018,7.4,Not Rated,Drama,Marathi,180,"Australia,Singapore,Russia,Hungary,India,Thailand,Lithuania,Romania,United Kingdom,Canada,South Africa,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel",Movie,07-09-2018,2019-07-15,Netflix,2019
5242,5242,5242,A Simple Favor,2018,6.8,R,"Comedy, Crime, Mystery, Thriller",English,120,"Hungary,Japan,Czech Republic,Netherlands,Australia,Slovakia,Malaysia,Canada,Romania",Movie,14-09-2018,2019-07-14,Netflix,2019
5243,5243,5243,Arifureta: From Commonplace to Worlds Strongest,2019,6.8,TV-MA,"Animation, Action, Adventure, Fantasy, Romance",Japanese,30,"Japan,Thailand,Singapore,Malaysia",Series,08-07-2019,2019-07-13,Netflix,2019
5244,5244,5244,Ultraman Taiga,2019,8.6,Not Rated,"Action, Sci-Fi",Japanese,30,Japan,Series,06-07-2019,2019-07-13,Netflix,2019
5245,5245,5245,Chi mha visto,2017,5.7,Not Rated,Comedy,Italian,120,Italy,Movie,28-09-2017,2019-07-13,Netflix,2019
5246,5246,5246,Poms,2019,5.9,PG-13,"Comedy, Drama, Sport",English,120,"France,Hungary,Czech Republic,Slovakia,Romania",Movie,10-05-2019,2019-07-13,Netflix,2019
5247,5247,5247,My Hero Academia: Two Heroes,2018,7.5,PG-13,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Japanese,120,"Mexico,Japan,United Kingdom,Canada,Italy,Argentina,Colombia",Movie,25-09-2018,2019-12-07,Netflix,2019
5248,5248,5248,After,2019,5.3,PG-13,"Drama, Romance",English,120,"United Kingdom,Hong Kong,Japan,United States,Czech Republic,Slovakia,Thailand,Malaysia,Hungary,Romania,Sweden",Movie,12-04-2019,2019-12-07,Netflix,2019
5249,5249,5249,Point Blank,2019,5.7,TV-MA,"Action, Crime, Drama, Thriller",English,120,"Spain,United Kingdom,Argentina,Canada,Switzerland,United States,Czech Republic,Israel,Thailand,Slovakia,Portugal,Italy,South Africa,Iceland,Romania,Japan,Australia,Hong Kong,France,South Korea,Poland,Sweden,Russia,Netherlands,Singapore,India,Germany,Belgium,Lithuania,Brazil,Greece,Mexico,Hungary,Turkey,Malaysia,Colombia",Movie,12-07-2019,2019-12-07,Netflix,2019
5250,5250,5250,True Tunes,2019,8.7,Not Rated,Family,English,30,"Iceland,Spain,United Kingdom,Argentina,Switzerland,Czech Republic,Thailand,Slovakia,Portugal,Romania,South Africa,Japan,France,Australia,South Korea,Poland,Hong Kong,Singapore,Sweden,Russia,Hungary,Belgium,Germany,Lithuania,Mexico,Turkey,India,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,12-07-2019,2019-12-07,Netflix,2019
5251,5251,5251,Kidnapping Stella,2019,4.8,TV-MA,"Crime, Thriller",German,120,"Argentina,Spain,United Kingdom,Canada,Italy,Israel,Czech Republic,Slovakia,Thailand,Portugal,South Africa,United States,Iceland,Australia,Hong Kong,South Korea,Singapore,France,Russia,Sweden,Netherlands,Poland,Belgium,India,Hungary,Japan,Germany,Lithuania,Brazil,Greece,Mexico,Turkey,Colombia",Movie,12-07-2019,2019-12-07,Netflix,2019
5252,5252,5252,Taco Chronicles,2019,7.8,Not Rated,Documentary,English,30,"Lithuania,Belgium,India,Brazil,Iceland,United Kingdom,Spain,Slovakia,Argentina,Canada,Switzerland,Czech Republic,Thailand,United States,Israel,Portugal,South Africa,Romania,Italy,Japan,Australia,South Korea,France,Netherlands,Poland,Hong Kong,Russia,Sweden,Singapore,Germany,Greece,Mexico,Hungary,Turkey,Malaysia,Colombia",Series,12-07-2019,2019-12-07,Netflix,2019
5253,5253,5253,4L,2019,5.9,TV-MA,"Comedy, Drama","Spanish, French, Afrikaans",120,"Lithuania,Iceland,Spain,United Kingdom,Switzerland,Canada,United States,Argentina,Czech Republic,Thailand,Slovakia,Portugal,South Africa,Romania,Australia,France,Singapore,Russia,Poland,Sweden,Hungary,Belgium,Germany,Mexico,Turkey,India,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,01-03-2019,2019-12-07,Netflix,2019
5254,5254,5254,Blown Away,2019,7.0,TV-PG,Reality-TV,English,30,"Lithuania,Belgium,Brazil,Iceland,Spain,United Kingdom,Canada,Czech Republic,Argentina,Switzerland,Slovakia,Thailand,United States,Israel,Portugal,South Africa,Italy,Romania,Australia,France,Japan,Poland,Netherlands,South Korea,Russia,Sweden,Hong Kong,Singapore,India,Germany,Greece,Mexico,Hungary,Turkey,Malaysia,Colombia",Series,12-07-2019,2019-12-07,Netflix,2019
5255,5255,5255,Extreme Engagement,2019,5.5,Not Rated,Reality-TV,English,30,"India,Lithuania,Belgium,Brazil,Iceland,Czech Republic,Spain,United Kingdom,Canada,Switzerland,Argentina,Slovakia,Thailand,United States,Israel,Portugal,Italy,South Africa,Romania,Japan,Australia,France,South Korea,Russia,Netherlands,Hong Kong,Sweden,Poland,Singapore,Germany,Greece,Mexico,Hungary,Turkey,Malaysia,Colombia",Series,12-07-2019,2019-12-07,Netflix,2019
5256,5256,5256,Doble Kara,2015,8.8,TV-14,"Comedy, Crime, Drama, Family, Mystery, Romance, Thriller","Filipino, Tagalog",30,"Hong Kong,South Korea,Japan,Thailand,Singapore,India,Malaysia",Series,24-08-2015,2019-12-07,Netflix,2019
5257,5257,5257,Criminal Justice,2008,7.7,Not Rated,"Crime, Drama, Mystery",English,30,Australia,Series,30-06-2008,2019-12-07,Netflix,2019
5258,5258,5258,PILI Fantasy: War of Dragons,2019,7.4,Not Rated,"Animation, Action, Fantasy",Chinese,30,"Romania,Australia,South Korea,Japan,Russia,Hong Kong,Singapore,Lithuania,United Kingdom,Thailand,Canada,South Africa,Mexico,Hungary,Argentina,India,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel,Colombia",Series,12-07-2019,2019-12-07,Netflix,2019
5259,5259,5259,Cities of Last Things,2019,6.2,TV-MA,"Crime, Drama, Sci-Fi","Mandarin, English, French",120,"United Kingdom,Canada,South Africa,United States,Argentina,Thailand,Switzerland,Romania,Australia,Russia,Japan,South Korea,Singapore,Sweden,Poland,Hungary,Slovakia,Germany,Lithuania,Mexico,India,Spain,Portugal,Czech Republic,Belgium,Greece,Turkey,Malaysia,Brazil,Italy,Iceland,Israel,Colombia",Movie,11-07-2019,2019-11-07,Netflix,2019
5260,5260,5260,How Many Kilograms are the Dumbbells You Lift?,2019,7.1,TV-14,"Animation, Comedy, Sport",Japanese,30,"Hong Kong,Japan,Thailand,Singapore,India,Malaysia,South Korea",Series,03-07-2019,2019-11-07,Netflix,2019
5261,5261,5261,Dr. Stone,2019,8.2,TV-14,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi","Japanese, English",30,"Japan,Hong Kong,Thailand,Singapore,India,Malaysia",Series,05-07-2019,2019-11-07,Netflix,2019
5262,5262,5262,The Best of the Wiggles,2010,6.9,Not Rated,"Family, Fantasy",English,120,Australia,Movie,06-07-2010,2019-11-07,Netflix,2019
5263,5263,5263,Chhota Bheem,2019,5.3,Not Rated,"Animation, Action, Adventure","Hindi, English",30,"Romania,Thailand,Australia,Russia,Singapore,Lithuania,South Africa,United Kingdom,Canada,United States,Hungary,India,Czech Republic,Greece,Slovakia,Malaysia,Iceland,Israel",Series,10-05-2019,2019-10-07,Netflix,2019
5264,5264,5264,Family Reunion,2019,6.4,TV-PG,Comedy,English,30,"Lithuania,Belgium,Iceland,United Kingdom,Spain,Canada,Greece,Czech Republic,Switzerland,Slovakia,United States,Israel,Portugal,Argentina,Romania,Australia,France,Italy,Japan,Poland,Netherlands,South Korea,Singapore,Sweden,Russia,Hong Kong,India,Hungary,Germany,Brazil,South Africa,Thailand,Mexico,Turkey,Malaysia,Colombia",Series,10-07-2019,2019-10-07,Netflix,2019
5265,5265,5265,Ghost Wife,1677,5.0,Not Rated,Horror,Thai,120,Thailand,Movie,1677-09-23,2019-09-07,Netflix,2019
5266,5266,5266,Aziz Ansari: RIGHT NOW,2019,7.5,TV-MA,Comedy,English,120,"Switzerland,Lithuania,India,Brazil,Spain,United Kingdom,Czech Republic,Greece,Israel,Canada,Thailand,Slovakia,Portugal,Iceland,Argentina,United States,Romania,South Africa,France,Australia,Italy,South Korea,Netherlands,Poland,Japan,Sweden,Russia,Hong Kong,Mexico,Hungary,Singapore,Germany,Belgium,Turkey",Movie,09-07-2019,2019-09-07,Netflix,2019
5267,5267,5267,Blockbustaz,2014,6.8,Not Rated,Comedy,German,30,"Switzerland,Germany",Series,28-08-2014,2019-09-07,Netflix,2019
5268,5268,5268,Our Evil,2019,5.5,Not Rated,"Drama, Horror, Thriller",Portuguese,120,"Brazil,Argentina,Mexico,Colombia",Movie,10-05-2019,2019-08-07,Netflix,2019
5269,5269,5269,Fire Force,2019,7.7,TV-14,"Animation, Action, Drama, Fantasy",English,30,"Japan,Thailand,Singapore,Malaysia",Series,05-07-2019,2019-06-07,Netflix,2019
5270,5270,5270,Upgrade,2018,7.5,R,"Action, Sci-Fi, Thriller","English, Dutch",120,"Canada,Hong Kong,Thailand,Singapore,Malaysia,South Africa,Portugal",Movie,01-06-2018,2019-06-07,Netflix,2019
5271,5271,5271,In The Dark,2019,7.4,Not Rated,"Comedy, Crime, Drama, Mystery",English,30,United States,Series,04-04-2019,2019-05-07,Netflix,2019
5272,5272,5272,Vox Lux,2018,5.9,R,"Drama, Music","English, Croatian, Chinese",120,United Kingdom,Movie,20-12-2018,2019-05-07,Netflix,2019
5273,5273,5273,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? - Arrow of the Orion,2019,6.8,Not Rated,"Animation, Action, Adventure, Comedy, Fantasy, Romance",Japanese,120,"South Korea,Japan,Brazil,Argentina,Mexico,Colombia",Movie,23-07-2019,2019-05-07,Netflix,2019
5274,5274,5274,SCAMS,2019,6.3,Not Rated,Drama,Japanese,30,"Japan,Lithuania,United Kingdom,Mexico,Turkey,Romania,Switzerland,South Africa,Australia,France,Russia,Belgium,Singapore,Hong Kong,Czech Republic,Iceland,Sweden,Poland,Hungary,Slovakia,Germany,Portugal,India,Greece,Thailand,Spain,Canada,Argentina,United States,Malaysia,Brazil,Netherlands,Italy,South Korea,Israel,Colombia",Series,30-06-2019,2019-05-07,Netflix,2019
5275,5275,5275,Vampire Clay,2020,5.0,Not Rated,Horror,Japanese,120,Japan,Movie,31-01-2020,2019-05-07,Netflix,2019
5276,5276,5276,The Legend of White Snake,2019,7.6,Not Rated,"Drama, Fantasy",Chinese,30,"Australia,France,Russia,Singapore,Hong Kong,Czech Republic,Hungary,India,Germany,Iceland,Lithuania,Greece,United Kingdom,Canada,Switzerland,Argentina,Slovakia,United States,Romania,Thailand,South Africa,Mexico,Brazil,Israel,Colombia",Series,03-04-2019,2019-05-07,Netflix,2019
5277,5277,5277,Pitch Perfect 3,2017,5.8,PG-13,"Comedy, Music","English, Papiamento",120,"France,Switzerland,Japan",Movie,22-12-2017,2019-05-07,Netflix,2019
5278,5278,5278,The Possession Of Hannah Grace,2018,5.2,R,"Horror, Mystery, Thriller",English,120,"South Africa,Russia,United Kingdom,Canada,Belgium,Japan,Spain,Portugal,Sweden,Italy,Switzerland,Hungary,Germany,Israel,Romania",Movie,30-11-2018,2019-05-07,Netflix,2019
5279,5279,5279,The Last Czars,2019,7.3,TV-MA,"Documentary, Drama, History, Romance",English,30,"Iceland,Romania,South Africa,United States,Italy,Switzerland,Mexico,Israel,Australia,France,South Korea,Japan,Poland,Hong Kong,Belgium,Netherlands,Sweden,Russia,Singapore,India,Lithuania,Germany,Czech Republic,Greece,Brazil,Spain,United Kingdom,Canada,Portugal,Argentina,Slovakia,Thailand,Hungary,Turkey,Malaysia,Colombia",Series,03-07-2019,2019-04-07,Netflix,2019
5280,5280,5280,Bangkok Love Stories: Plead,2019,7.6,Not Rated,Drama,Thai,30,"Lithuania,Czech Republic,Iceland,Spain,United Kingdom,Canada,Portugal,Switzerland,Slovakia,Argentina,Thailand,Romania,United States,South Africa,Mexico,Australia,France,Japan,South Korea,Hong Kong,Russia,Belgium,Singapore,Hungary,India,Germany,Greece,Malaysia,Brazil,Italy,Israel,Colombia",Series,02-07-2019,2019-02-07,Netflix,2019
5281,5281,5281,Bangkok Love Stories: Objects of Affection,2019,5.7,Not Rated,Drama,Thai,30,"Belgium,Lithuania,India,Czech Republic,Iceland,United Kingdom,Spain,Portugal,Argentina,Canada,Slovakia,Switzerland,United States,Romania,Thailand,South Africa,Mexico,Australia,France,South Korea,Japan,Russia,Hong Kong,Singapore,Germany,Hungary,Greece,Malaysia,Brazil,Italy,Israel,Colombia",Series,02-07-2019,2019-02-07,Netflix,2019
5282,5282,5282,The Day After,2018,6.4,Not Rated,Romance,"Filipino, Tagalog",120,South Korea,Movie,24-08-2018,2019-02-07,Netflix,2019
5283,5283,5283,Designated Survivor: 60 Days,2019,8.1,Not Rated,"Drama, Thriller",Korean,30,"Slovakia,South Africa,United States,Romania,Australia,South Korea,Russia,Hong Kong,Hungary,Singapore,India,Czech Republic,Lithuania,Iceland,United Kingdom,Canada,Thailand,Greece,Belgium,Spain,Argentina,Portugal,Switzerland,France,Poland,Sweden,Germany,Mexico,Japan,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,01-07-2019,2019-01-07,Netflix,2019
5284,5284,5284,North Country,2005,7.3,R,Drama,English,180,"Hong Kong,Thailand,Australia,Singapore,India,Malaysia",Movie,21-10-2005,2019-01-07,Netflix,2019
5285,5285,5285,The Heart Is a Lonely Hunter,1968,7.6,G,Drama,"English, American Sign Language",180,India,Movie,31-07-1968,2019-01-07,Netflix,2019
5286,5286,5286,War for the Planet of the Apes,2017,7.4,PG-13,"Action, Adventure, Drama, Sci-Fi, Thriller","English, American Sign Language",180,"Switzerland,Germany",Movie,14-07-2017,2019-01-07,Netflix,2019
5287,5287,5287,Gold,2017,5.6,R,"Adventure, Drama, History",Spanish,120,Spain,Movie,01-12-2017,2019-01-07,Netflix,2019
5288,5288,5288,Katherine Ryan: Glitter Room,2019,6.7,TV-MA,Comedy,English,120,"Lithuania,India,Israel,Brazil,Thailand,United Kingdom,Greece,Canada,Iceland,Slovakia,Argentina,South Africa,United States,Romania,Switzerland,Italy,France,Australia,South Korea,Poland,Netherlands,Japan,Sweden,Russia,Hong Kong,Hungary,Singapore,Germany,Belgium,Czech Republic,Spain,Portugal,Mexico,Turkey",Movie,01-07-2019,2019-01-07,Netflix,2019
5289,5289,5289,Record of Grancrest War,2018,7.2,TV-MA,"Animation, Action, Adventure, Fantasy, War",Japanese,30,"United Kingdom,Canada,United States,Argentina,Mexico,Brazil,Colombia",Series,06-01-2018,2019-01-07,Netflix,2019
5290,5290,5290,Marmalade Boy,2018,5.8,Not Rated,Romance,Japanese,180,Japan,Movie,27-04-2018,2019-01-07,Netflix,2019
5291,5291,5291,The Story of Saiunkoku,1677,7.5,TV-PG,"Animation, Adventure, Comedy, Drama, Fantasy, Romance","English, Japanese",30,Japan,Series,1677-09-23,2019-01-07,Netflix,2019
5292,5292,5292,Dead Calm,1989,6.8,R,"Horror, Thriller",English,120,"Italy,Switzerland",Movie,07-04-1989,2019-01-07,Netflix,2019
5293,5293,5293,The New World,2016,5.1,G,Drama,"Belarusian, Polish, Russian, Ukrainian",120,Poland,Movie,12-08-2016,2019-01-07,Netflix,2019
5294,5294,5294,Onirica,2019,3.2,Not Rated,Crime,Italian,120,Poland,Movie,30-03-2019,2019-01-07,Netflix,2019
5295,5295,5295,AmbaSSada,2013,4.7,Not Rated,Comedy,"Polish, German",120,Poland,Movie,18-10-2013,2019-01-07,Netflix,2019
5296,5296,5296,Basmati Blues,2018,3.6,Not Rated,"Comedy, Musical, Romance",English,120,Poland,Movie,09-02-2018,2019-01-07,Netflix,2019
5297,5297,5297,The Hunt,2016,5.1,Not Rated,Thriller,Korean,120,South Korea,Movie,29-06-2016,2019-01-07,Netflix,2019
5298,5298,5298,Fist of the North Star: New Saviour Legend,2006,6.8,Not Rated,"Animation, Action",English,120,Italy,Movie,11-03-2006,2019-01-07,Netflix,2019
5299,5299,5299,The Sheriff in Town,2017,6.0,Not Rated,"Comedy, Crime",Korean,120,South Korea,Movie,03-05-2017,2019-01-07,Netflix,2019
5300,5300,5300,Fight for My Way,2017,8.1,Not Rated,"Comedy, Romance",Korean,30,"Switzerland,Thailand,France,Russia,India,Belgium,Lithuania,United Kingdom,Romania,South Africa,Hungary,Portugal,Iceland,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey",Series,22-05-2017,2019-01-07,Netflix,2019
5301,5301,5301,Flowering Heart,2016,7.2,TV-Y7,"Animation, Horror",Korean,30,"Switzerland,South Korea,Australia,Thailand,Russia,Hungary,Singapore,Belgium,India,Lithuania,Greece,United Kingdom,Canada,Slovakia,Iceland,United States,Romania,South Africa,Czech Republic,Mexico,France,Poland,Japan,Sweden,Portugal,Germany,Argentina,Spain,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,29-02-2016,2019-01-07,Netflix,2019
5302,5302,5302,School 2017,2017,7.6,TV-14,Drama,Korean,30,"Switzerland,Thailand,Russia,India,Belgium,Lithuania,United Kingdom,South Africa,Romania,France,Hungary,Portugal,Iceland,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Greece,Slovakia,Malaysia,Sweden,Turkey",Series,17-07-2017,2019-01-07,Netflix,2019
5303,5303,5303,Chivalry of a Failed Knight,2015,7.3,TV-MA,"Animation, Action, Fantasy, Romance",Japanese,30,"Switzerland,Germany",Series,03-10-2015,2019-01-07,Netflix,2019
5304,5304,5304,War Against Women,1677,7.0,Not Rated,"Documentary, War","English, Swahili, French, Spanish, Bosnian",120,"Australia,Russia,Singapore,India,Lithuania,Thailand,Romania,United Kingdom,Canada,South Africa,United States,Mexico,Hungary,Argentina,Spain,Czech Republic,Greece,Slovakia,Malaysia,Iceland,Israel,Colombia",Movie,1677-09-23,2019-01-07,Netflix,2019
5305,5305,5305,My Golden Life,2017,6.0,Not Rated,"Drama, Romance",Korean,30,"Switzerland,France,Russia,Thailand,Hungary,Belgium,India,Lithuania,United Kingdom,Romania,South Africa,Portugal,Iceland,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Greece,Slovakia,Malaysia,Sweden,Turkey,Japan",Series,02-09-2017,2019-01-07,Netflix,2019
5306,5306,5306,Midnight Runners,2017,7.2,Not Rated,"Action, Comedy",Korean,120,South Korea,Movie,25-08-2017,2019-01-07,Netflix,2019
5307,5307,5307,"Love, Lies",2016,6.5,Not Rated,"Drama, Romance",Korean,120,South Korea,Movie,13-04-2016,2019-01-07,Netflix,2019
5308,5308,5308,Executive Decision,1996,6.4,R,"Action, Adventure, Thriller","English, Arabic",180,"Australia,Hong Kong,Thailand,Singapore,Malaysia",Movie,15-03-1996,2019-01-07,Netflix,2019
5309,5309,5309,44Cats,2019,6.3,TV-Y7,"Animation, Adventure, Comedy, Family, Music, Musical",Italian,30,"Russia,United Kingdom,South Africa,Australia,South Korea,Japan,Thailand,Sweden,Singapore,Poland,Hong Kong,India,Hungary,Slovakia,Lithuania,Turkey,Switzerland,Canada,Romania,Mexico,Argentina,Spain,Portugal,Czech Republic,Belgium,France,United States,Greece,Malaysia,Brazil,Netherlands,Italy,Iceland,Israel,Colombia",Series,10-06-2019,2019-01-07,Netflix,2019
5310,5310,5310,Swiped,2018,3.2,TV-14,"Comedy, Romance",English,120,"Portugal,Japan,France,Russia,South Korea,Poland,Singapore,Hong Kong,Sweden,Belgium,India,Lithuania,Spain,Romania,Thailand,Iceland,Argentina,Czech Republic,Mexico,Hungary,Turkey,Greece,Slovakia,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,06-11-2018,2019-01-07,Netflix,2019
5311,5311,5311,The Accountant of Auschwitz,2019,7.3,Not Rated,Documentary,"English, German",120,"Australia,Portugal,Japan,South Korea,France,Switzerland,Singapore,Poland,Russia,Hong Kong,Sweden,India,Belgium,Germany,Lithuania,Slovakia,Thailand,Spain,United Kingdom,Iceland,South Africa,Romania,United States,Argentina,Czech Republic,Mexico,Hungary,Turkey,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Movie,03-12-2019,2019-01-07,Netflix,2019
5312,5312,5312,Zombie Dumb,2019,5.7,TV-Y7,"Animation, Adventure, Comedy, Horror",Korean,30,"Czech Republic,Switzerland,France,Australia,South Korea,Poland,Hong Kong,Japan,Portugal,Sweden,Russia,Singapore,Belgium,Thailand,Hungary,Germany,India,Lithuania,Spain,Greece,United Kingdom,Canada,Iceland,Slovakia,Romania,Argentina,South Africa,United States,Mexico,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",Series,01-07-2019,2019-06-30,Netflix,2019
5313,5313,5313,Hatchimals | Adventures in Hatchtopia,2018,7.8,TV-Y,Animation,English,30,"Czech Republic,Australia,France,Thailand,Poland,Russia,Hungary,Singapore,Germany,Belgium,Lithuania,India,United Kingdom,Greece,Slovakia,Canada,Iceland,South Africa,United States,Romania,Mexico,Argentina,Malaysia,Netherlands,Italy,Israel,Colombia",Series,05-11-2018,2019-06-30,Netflix,2019
